الموسيقي كلها مسروقة من موسيقي  Galt macdermon   coffee cold  بطل سرقة بقا فين الكريتيفيتي,1
فى ٩٠٠٠ لطخ عاملين un like مش فاهم لى,1
في 8000 متخلف عامل dislike الله ينعل ميتن ابوكم عالم مقرفة,1
الناس الي بتعمل dis like دي مريضه 😃,1
في 5000 معاق عاملين unlike 😂😂,1
4k dislike تلقيهم من سكان المعادي.,1
3k dislike دول العيال السيس 👊🐸,1
الموسيقى مسروقة من Galt MacDermot -Coffee cold,1
"الناس إللي عاملين UNLIKE للكليب ..
أنا مستغربكم بصراحة ...
أنتوا أعداء النجاح صح ؟؟؟",1
في ٦٠٠ عاملين unlike، أراهن إنهم under age .,1
في اتنين واربعين جحش عاملين unlike,1
فعلا مريضة dislike الناس الي عملت,1
16 الف متوحد عامل dislike,1
سارق اغنية lgnawi boya,1
هما ال 12 الف اللي عاملين dislike دوول عندهم ف دماغهم اخرام و لا دوول اللي بيعبدوا محمد رمضان!!!!,1
العامل dislike ده متخلف اكيد,1
"الناس اللى عاملة  dislike 
انتوا طبيعيين؟؟؟؟؟",1
هيه الناس اللي عاملة Dis like دي عايشة معانا ع الكوكب اذاااي 😒💔💔💔💔,1
هذي الأغنية مسروقة من 2pac: letter to my unborn child مشكلتنا بس نسرق 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1
علشان تعرف عدد المتخلفين عقليا في العالم بص عليهم في ال Dislike,1
الناس ال عاملة dislike  دول مجااانين ولا اي😒😒😒,1
العيال الوسخة السرسجية اللي عاملين dislike يروحوا يسمعوا محمد رمضان,1
هما اللي عاملين dislike  دول مش بني ادمين معانا ولا ايه .. ولا انتو متاجرين مثلا,1
الناس الهلس إللى عامله dislike ايه!!!,1
ال3600 اللي عاملين dislike دول شكلهم قرايب وصحاب محمد رمضان,1
الناس ولاد الوسخة اللي بتعمل dislike,1
الناس إللى عاملين dislike ناس تعبانه,1
هما الناس اللى عاملين dislike بشر ذيينا بردو !!!!,1
نفسي اعرف الناس اللي بتعرف dis like  الناس ده بتفهم ولا بتعمل من غير ماتشوف الفيديو ايه الهري ده,1
حد يعمل لمكي dislike يا بهايم بهايم 😤😤👊,1
2500 Unlike من شوية زومبي,1
"2200 diss like
كلاب الي فاكر نفسو نمبر ون",1
الناس الي عاامله dislike اكيد ناس مابتفهمش حااجه,1
الفين بهيم عاملين disslike والله😒,1
هما الى عاملين dislike دول بنى ادمين وعندهم عقل زينا كده,1
يعني اللي عامل dislike دا متخلف عقليا 😂😂,1
فيه 1600 حمار عاملين dislike,1
"1.5k dislike 😕 
مرضي اقسم بالله 😑",1
مين ولاد الوسخة اللي عاملين dislike,1
الناس اللي عاملين dislike عندهم حاله داون 😆,1
الناس اللي عمله dislike  ناس مريضة 💔,1
ال930 واحد اللي عاملين dislike دول عاقين 😊,1
هي الناس اللي عامله dislike دول بشر عاديين,1
هما الي عاملين dislike دول ايه؟ .. اكيد مش بني ادمين,1
مين العرص اللى عامل dislike,1
ال 371 ال عاملين un like انتو بضان وعهد الله 😅,1
هو 264 اللي عامل unlike ده عايز ابنه عاق ولا هو عاق,1
91 بني ادم براس كلب عامل dislike,1
هما ال 65 واحد اللي  عاملين dislike  بيفهمو منين !!!!,1
و سارق شوي من me and my grilfriend,1
١٣ الف عاملين dislike ١٣ الف بيحبو حمو بيكا و محمد رمضان و السف و الفن الرخيص...,1
اللي مش عاجبني بس ال mix بين ال rap و الشعبي,1
59 dislike  بتوع مطاوي,1
منى انتي fake وانتي عارفة انك fake,1
الي عاملين dislike عقلكو فين!,1
عفكرة لحن الاغنية مسروق من اغنية اسمها russian paradise,1
العيال الكتيانه ابتوع الصفح عاملين dislike :D,1
اخخ cringe 😂😂,1
اللي بيعمل مونتاج حسبي الله و نعم الوكيل فيه دي cuts تعملها يا اعمي,1
محمود حميدة cheap mean,1
هو غير اسمه من Brad Pitt ل Brad Brayt و الثانية بتقول Brad bit 🤦🏽‍♀️,1
"منى الشاذلى بجد u r soooooo fake 
ممكن تعملى معروف فينا وتعتزلى",1
من اولها كده كلها over,1
اي حد عمل dislike اكيد واحد حلووووف🙄🙄🙄,1
كلامك تمام كله بس هو الوسط الفني still مش نضيف بردوا 😅,1
٢٠١٨ الناس الي بتعمل unlike المفروض ميبقاش مسموح ليكوا تستخدموا الانترنت تاني اصلا,1
اكو 2 الف شخص عاملين dislike انتو شنو مثلاً!  شنو الي ميعجبكم بالاغنيه ؟ انتو عدويين النجاح و فاشلين معنوياً,1
مين ولأد الفشلة على عملين DISLIKE ??,1
نفسي افهم هما مين اللي بيعملو dislike و dislike ع ايه اصلا كميه التخلف,1
مين الناس المتخلفين الي عاملين dislike ?,1
نفسي اعرف مين الاهبل اللي عامل UNlike,1
الناس اللي عاملة Dislike دي !!! انتم مجانين ؟؟,1
مين اللى معندوش دم وعامل unlike ده,1
وي الاغنية  فيها كمية سليية مو طبيعية  overdose 😳😳,1
ما هذه الطريقة over في الكلام!!!!!,1
بيقلد أبوه بطريقة over,1
هو سؤال بسيط ليه تكذب وتكتب اسم غير اسم المسلسل ما هو كده كده الناس هتتفرج عليه وتعرف انك كذاب وتعمل dislike و unsubscribe,1
ايه القرف والغم ده انا مركذ مع ال kpop,1
Fuck Fuck سكر محلي مخطوط علي كرامه😠😠👺,1
Dislike وبجدارة,1
أصحاب ال dislike  عيب عليكم,1
من رقصة رانيا يوسف الي سيارة ميسي في كل مكان ، wtf,1
"احلى unlike 😂😂 , يلا يا فن هابط ومن غير. View",1
حاجه مستخبيه : wtf,1
علي فكرة البنت Over,1
الفيديو كليب مسروق من اغنيه اجنبيه معروفه هما شالو حتت قليله الادب بس 😂😂 him & i,1
اعداء نجاح   dislike  اكيد الناس الى عمله,1
شحاتين اللايكات....اغلب التعليقات ضروري يحشرو فيها (حط لايك-اعمل لايك-دوس لايك...) WTF  فعلا!!!!!!,1
والنبي بس ياا جدعاان النااس اللي حاطه dislike بتفكر ازاي ساعات بحس انهم نااس براس كلب😒😒🙄,1
الناس اللى عامله unlike اد ايه انتوا ولاد وسخه بهايم,1
".  underground مفهوش غير رامى عصام 
كفاية محن يا عسيلى كفاية تعريص",1
"لحن مسروق مع الاسف ن اغنية فرنسية : 
shame on you",1
اللحن مسروق من cat stevens يارايق يابتاع الواسطه,1
أعتقد أن اللحن مسروق من أغنية كات ستيفنز .. wild world,1
في 106 بهيم عاملين unlike,1
No comment على القرف داا,1
اي هرتله وعجن وخلاص بس تلاقي الرقاصه وراها حد vip هو اللي شهرها   وهي معفنه,1
"اي الحرب ع الاسلام دي 
راقصه برازيليه 2 مليون مشاهده ف يوم... وقارئ القران الكريم zero دعم 
حسبي الله ونعم الوكيل،😩😩😩",1
الناس اللى عامله dislike دى اكيد متصابين صبابه .. بس الاغنيه مالها يا جدعااان,1
1000 سرسجي عامل dislike ☻,1
4K DISLIKE ? فعلا مجانين و بينكم و بين الزووق بلاد,1
"مين الحمير اللي عاملين 
dis like",1
هما ال 487 اللي عاملين dislike دول ....انتوا بتفهموا منين لا مؤاخذه ....اه سوري تلاقيكوا من مشجعين الليثي وسعد الصغير واوكا واورتيجا ..  يلا جاتكوا داهيه,1
45 الف حمار محركين حافرهم و كابسين dislike 🙂,1
اكيد اللي عامل dislike من الكذابين 😂😂😂😂,1
تقليد لاغنية اجنبيه اسمها In a Matter of Speaking حرام عليك شيرين,1
بدي أفهم يلي عامل dislike على هالاغنية ليش فايت عليها بالأساس...... عالم ما بتفهم صحيح ولا عندن إحساس ولا مشاعر.... ولك هي شيريييييين,1
"Worst lyrice ever
اسوء اغنيه من ناحيه الكلمات 
بس لو ما غنتها شيرين 
كانت لتكون اسوء",1
wtf كل التعليقات قبل يومين وقبل يوم كيييييييييف,1
الناس اللي عامله dislike 👎 انتو ازاي كدا,1
في عيال احبة  اللي عملين dislike,1
نفس امسك كل واحد عمل dislike وأحط وشوا في الاسفلت علشان مبيفهمش بجد 😏😏,1
الناس اللي عاملة dislike اكيد ودانهم مقطوشة,1
اللحن مسروق من اغنية lost stars,1
اللحن مسروق من اغنية Zombie,1
الناس اللي عاملة unlike بسمعو وبشوفو متلنا عادي !!,1
اللي عاملين dislike دول مش طبيعين O.o,1
اللي عاملين Dislike دول مرضى نفسيين بصراحه,1
الناس اللي عامله unlike دي طبيعية  ؟؟؟؟,1
واحد حاطط dislike قبل العرض مش عارف أقول ايه الصراحة😂,1
"للأسف كلمات سيئة جدا. لا كلام و لا لحن 
Big zero",1
ليش سارقين كليب ليدي غاغا Shallow 🤣🤣🤣,1
يعني اللي عاملين  unlike  جايين منين دول  ولا ماعندهومش احساس ولا نيله,1
"مش دة اللي كنت مستنياه 
اول كليب ليك ميعجبنيش 
Totally Disappointed 😔",1
اللحن مسروق من اغنية let me love you /dj snake ft Justin Bieber 😒😒😒,1
1000 كلب عاملين dis like,1
الي عاملين dislike 🐸🐸,1
نفسي افهم مين الغبي اللي عامل dislike,1
156 حمار عاملين Dislike,1
المشاهدات fake,1
المشاهدات fake والدليل لها اكثر من خمسه ايام وهي 52 مليون اغنيه ماتستاهل والله,1
"-50, mlion vu              : مزيفة
-8.4k, commentaires : حقيقية
-138k, like.                    : حقيقية
كيف ممكن 138k like و 50 مليون مشاهدة لماذا تشترون المشاهدات 
تامر حسني 👎👎👎👎👎",1
اول مره في حياتي اعمل  dislike لتامر 🙂,1
مش ستايل تامر i dont like it,1
مش مصدقه انه في بهايم عاملين dislike 😅,1
مين الناس العبيطه اللي حطت dis like🙄,1
سارق اللحن من Papa Bear - Cherish The Love,1
اللي عامل unlike ده جاهل مبيفهمش احب اقولك الكليب معدي 800 الف لايك وان شاء الله قريب هيبقي مليون 2 كمان والمشاهده 52 مليون مشاهده يعني تلت تربع مصر اتفرجت عليه 🙂 وابقي سلملي ع اللي راحت عليك بقي 😅😅,1
12 الف متوحد عملوا dislike عاش,1
مين العبيط الي عامل dislike,1
"هما ال ٧ الف  unlike بيفهموا زي البشر عادي كده؟؟؟؟؟؟
حاجة غريبة والله",1
الناس اللي عاملة unlike دي تعبانة ف نفوخها 😂,1
فيه 6 الف متخلفين عاملين dislike 😟,1
بالنسبه للناس اللي عامله dislike انتوا طبيعين؟؟؟ 🤔,1
فظيع الى عامل dis like  ده مش بيفهم 😷😍😂,1
هي الناس اللي عاملة dislike دي عيانة!!! 🧸🤨,1
الاغنية مو حلوة ابدا.. اجيت بعد المشكلة.. وتمثيل fake مبين,1
"بعد مشفت المشكلة كنت أظن أن الكليب فيه مشاهد مثل 50 shades of gray، كليب طبيعي لا يحتوي على مشاهد تستاهل الضجة اللي اخذها.
Too over",1
بتنتقد الشهره وهي اصلا مصره تاخد اللقطه حتى وهي بتتوب ،،، سمجه و fake في حياتك زي تمثيلك,1
ولا كإن في كرونا والمفروض ن stay home وبتاع ايه الهبل دا بجد؟,1
"اللحن مسروووووووووق  
اللحن من اغنية لرانبير كابور ونرجس فخري من الفلم الهندي Rock Star",1
اسلوب و لحن الاغنية مسروق من اغنية كيندجي cool لينك الاغنية,1
انا اسف ليك يا تامر بس ده هيبقى اول dislike تاخده مني !,1
بدي افهم مين الجحاش اللي حاطين dislike,1
هو ازاي في ناس عمله dislike اكيد قطعيين ودنهم 😂,1
الشوية العرر إللي عاملين dislike بيفهموا موسيقي,1
"5 K Dislikes ?
الناس دي ودانها ملوثه والله",1
الناس اللي عاملة dislike دي عبيطة؟!!,1
اعداء الانسانيه هما الي داسوا dislike 😂😂👏😢,1
أنا لقيت كليب بتاعه  ، فقلت أخش أشتم و أطلع تاني ، بس أنا عشان محترم مش هشتم ، dislike  و بس,1
مين ال26 بغل اللى عاملين  dislike,1
الحمار العمل dislike,1
الحراميه اللي سارقه الموسيقي من اغنيه فنانه كوريه اسمها آيو الاغنيه اسمها  friday   نفس النغمه في البدايه,1
اول حتة في الحن مسروقة من اغنية جاستن بيبر  love you self,1
فيه الف و 300 عاق عامل dislike,1
في 210 مبيفهموش في الفن اصلا عملين dis like,1
مين البهايم اللي بيعملو dis like دول؟! 😂,1
انا عايز اعرف مين الرخم اللى عامل unlike لاغنيه زى دى,1
اللي بيعمل dislike ده متخلف تقريبااا,1
"الناس اللي عاملين unlike 
انتوا ازاي كدا😂😂",1
"كل الي عاملين dislike 
جماعة إنتوا متحرشين؟",1
الناس اللى عاملين dislike اكيد دول المتحرشين :D,1
فى 51 متحرش عاملين unlike :D,1
"الحيوان اللي عامل dislike دا !! 
اكيد كلب متحرش",1
ليه عاملين tune لصوت هاني الدقاق ؟ دي أسوأ حاجة في الأغنية,1
انا عاوزه اعرف مين المرضى اللى عاملين dislike :-[,1
طريقة lipsynch او متابعة الشفاه للتسجيل طريقة قديمة من الثمانينات تم الغاؤها عالميا وتعتبر حاليا نوع من انواع الغش لان المشاهد حضر ليسمع الموسيقى الحية والصوت الحي ولم يحضر لسماع التسجيل لانه موجود وبسهولة,1
اجمل dis like لاخرا محمد رمضان 😂,1
اللحن مسروق من اغنية sean paul,1
واخد مقدمة موسيقى اغنية Sean Paul اثبتلي ان الوساخة ليها ناسها... ربنا عمال يضلك بعد ظلم الطيار,1
Another fail ..سقوط اخر,1
انت gay,1
ال English بتاعك معفن علشان مخك مشغول بلفلوس والمشاهدات والايكات بس 🙂🙂,1
"حتي لو لبست دهب
هتفضل قليل اخرك يحموك ف كنكة
ماينص وان 😒
Minus one",1
"كالعادة اغنية فاااااااااشلة ... 
وين الاخلاق والتواضع الناس عم تموت من الجوع والفقر يعني اذا ربنا أعطاك مصاري كتير مو معناها ترميهم... 
الغنى ليس بالأموال وإنما الغنى بالأخلاق 
bad song 😠😠😠😡😡",1
اغنية  سخيفة  I  not love يستفز  الفقراء   و يتبهى  بمالوا  فلسطين  مو محتاجة  لدعمك  فلسطين  حرة  من معي  😕,1
"دي اشهار مش اغنية .. استغلال القضية لفلسطينية لزيادة نسب المشاهدة و الاشهار للنزل و Versace ..  ناس بتموت في حرب و ناس ما همها شي غير انها تستغل المواقف ..
 { اللهم لا تؤاخذنا بما فعل السفهاء منا يا رب العالمين }",1
"ايه الخرا دا
Waste of 5 minutes",1
اغانيك ‏سيئة كتيير كلها قليله ادب ما يستاهل 1 m subscribers 😡😡😡😤😤,1
"You are number zero, Jew   انت رقم صفر يهودي",1
ياحبيبي عالكلام الفاشل والاداء الخرائي 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ Cringe af,1
"العرب يحبو يحطمو بعضهم 
كل التعليقات يدعمو Gims رغم انو مش سامع فيهم ابدا 
وجايين ضد محمد رمضان لهو من اصلهم 
تفووووو عشان هيك بقو العرب آخرة مرتبة  في العالم",1
"فكرة الدبابة مسروقة من فرقة super m  الكورية الي صورة. في دبي 
Jopping اسم الاغنية 
محمد رمضان يقلد lucas العضو الكوري",1
I dont like it عمل فاشل,1
يلعن الوقت اللي خلا maitre gims مع هذا ما بيعرف حتى يستعمل auto tune💔💔😡😡,1
بصراحة الاغنيه مش بمستوى maitre gims 😏,1
"يا جيمس يا خويا ما جت شي هالغناية 
sorry big floooooooop 🤮🤮🤮🤮",1
"الفيديو عباره عن قرف ورقص و وقلت احترام وذوق ع المشاهدThe video is a lack of respect, taste, dance and nakedness, and this is a lack of respect for the viewer👌👌😡😡❌❌",1
Lyrics ب ٢جنيه,1
لص قذر. عليك أن تحترم شروط العقد مع lamjarred للأغنية.تم حذف الأغنية من اليوتيوب بعد شكوى من سعد,1
Worst song of the decade كفاية يا رمضان,1
"مسروقة من Bum Bum Tam Tam
مفيش اي ابداع",1
الأغنية مسروقة من الأغنية الأصلية BUM BUM TAM TAM,1
إنسان تافة ويقلد أغنية سنوب دوق hangover,1
هذا عندو عقد مع اتباع الشيطان كالمغني soolking في الجزائر,1
"You are not a brave Muslim Arab, you do not represent us
انت ليس عربي حرًا انت لا تمثلنا 💪🏼🕋🕌☪️❤️",1
"حد يخدو يعملو shower ممكن ينظف ! مقرف شكلا و مضمونا !
في متل  بيقول  ما تخافش من الشبعان ايدا جاع .. خاف من الجيعان ادا شبع",1
مطرب فاشل تفكر حالك justin bieber ههههههههههههههه,1
اللي عمل dis like يجي جنبي هنا🤮,1
الاغنية مسروقة من اغنية bum bum tam tam بتاعة kondzilla  تقريبا نفس اللحن وبعض الكلمات,1
اللحن مسروق ياجماعه والله دي نفس اغنيه MC Fioti - Bum Bum Tam Tam (KondZilla),1
وحشه جدا عملتله unscribe,1
نجم السرسجية bum bum عالخره,1
"اللحن مسروق
اغنية back to you -selena gomez
شو عالعيب",1
"Lil Jon- Alive
نفس اللحن ونفس الدخلة كفاية سرقة بقاا",1
٢٤٢ الف unlike للاغنية دا اكبر كم unlike حصل فى تاريخ اليوتيوب!!!!!! بلاش هبل يا رمضان و ركز فى شغلك زى الاول انت كدا بتضيع نفسك و بتستغل النعمة اللى ربنا مديهالك غلط انت موهوب و طيب فبلاش تعمل حاجة تبوظ بيها الكويس بتاعك,1
هتفضل ف level واحد يا رمضان.. هايف👎,1
محمد رمضان الممثل الوحيد اللي عمل zoom على الخرا في مصر,1
شو هالكلمات مالهم طعم 😒ملك شو فديو كليب أسلوبو كثيير قديييييم dislike,1
"👎👎👎
الغرور هيفشخكك 👎
كله dis like بقا",1
انا داخل اعمل unlike وخارج على طووول :D,1
داخل مخصوص عشان اعمل dislike من غير ما اسمعها,1
انا دخلت مخصوص علشان اعمل dislike 😊❤,1
اصلا الاغنية دى مسروقة لان الي غناها team 4-4-2 سنة٢٠١٨,1
Fuck you fuck you fuck you تتصور نفسك ملك انت احقر فنان هل نسيت الاخرة نعم ضحكت و تزينت لك الدنيا الا تتعض من قصص الفنانين الذين رحلوا عن الدنيا هناك منهم لم يصلي قط كيف سيجيب على أسئلة الملكين؟؟؟؟ نعم سيغني هناك انا الملك الحزين تبا لك و لأمثالك الفنانين المغرورين اعيدها لك مرة اخرى fuck you,1
120 الف dislike ..مين يزود 😂😂,1
ياريت الناس كلها تعمل unlike علي الفيديو علشان الملك ياخد بالوا انو زودها,1
انا عن نفسي دخلت عملتلك dislike من قبل ما اسمع حاجة,1
بقيت متكبر over,1
بقيت over ورخم جدا بصرااحه😏😏,1
"Wtf
شوفو الدس لايكات 🤭🤭🤭",1
100 الف dislike ويقولك نمبر وان 😂😂,1
81k dislike 😂😂 اهم حاجة محبة الناس,1
منظر البنات مش حلو dislike,1
انا جيت بس علشان احط Dislike 👎,1
Dislike ليك يا ابن مرات ملك الغابة,1
بلا ملك بلا بتاع  انتا  بتفشخر  بلا rang  rover و بس,1
والله لو ف اقل من DISLIKE كنت عملت استمر ع كده ي كبير,1
DISLIKE ي ملك,1
يلا dislike,1
كلة يعمل Dislike علشان يبطل يقرفنا,1
انا داخل اعمل dislike 😁,1
والله يا ريت لو فى لينك نعمل dislike من عير ما نزود المشاهدات 😂,1
unlike  لانك زودتها اوووي ✋ وعرفنا ان عندك فله وعربيات حديثه وفلوس 😒,1
لاول مرة اعملك dislike علي فيديو ... كنت بحترمك جدا بس واضح فعلا ان جنون العظمة عمالك عينيك والغرور لحس دماغك انا مش بحبطك بس فعلا حاول ترجع زي ماكنت اول ما بدات علشان ماتخسرش جمهورك زي ناس كتير قبلك,1
أحلى dislike ليك ياسرسجى👎,1
"انا اول مره انتقد حد بس لو الفلوس و الشهره بيعملوا كدا في الناس.... يغوروا في دهيا و مهما عملت ده مش هيغير اصلك 😒
احلا Dislike 😤😤",1
"Dislike
ديسلايك يا محدث",1
جماعه يا ريت الي مش عاجبه الفيديو يعمل dislike للفيديو عشان توصله لأكبر عدد من ال dislike خلينا منشفش الاشكال دي تاني,1
"You are a virus. You can infect a lot of youths. You are arrogant with no education, and no ethics حسبي الله ونعم الوكيل",1
الكل يعمل  Dislike 👎,1
انت انسان متكبر ومش محترم وكل الناس تحط unlike,1
انا زهقت من كتر ما بعمل dislike        يمكن انا الوحيد اللى شايفك متسول,1
"أنت بطريقتك دى خليت إللى كانوا fans ليك بيكرهوك والله
كفااايه",1
"واحد من على تويتر محمد رمضان مر من هنا
🚗 عشان يعمل Dislike للفيديو اول ماينزل ☝",1
الترتيبة مسروقة من مسلسل picky blenders,1
بييييييييض Eggs,1
Dislike  من ابل مشوف,1
تقليد رديء لاغيته مايكل جاكسون You rock my world & Smoth criminal. نفس الفكره و الأزياء.,1
Flop فاشله,1
"كمية اللايكات بتبين ثقافة وتفاهة غالبية عظمي من الناس والمبرر لوجود الزوق الزفت ده
وعندك احلي dislike هنا  👎",1
سارق الفكرة من ال peaky blinders👎🏻👎🏻👎🏻👎🏻👎🏻,1
صراحه اغنيه مسخره مش حلوه بالمره لا كلمات و لا موسيقى و ذكرتني بفيلم ياباني كوميدي kung fu hustle,1
A piece of shit زي القرف,1
"اناا جاي أعمل DIsLike , و
و امشي تاني , حاجه قذره و وسط واطي",1
"Peaky blinders بيقلد مسلسل 😂
فين الابداع سرقه وتلقيح 😏",1
لحن مسروق من أغنية إسبانية معروفة أوي..... Copy paste,1
المصرين شوهو سمعتنا بجد so bad I hit this ومش بس في بلادنا لا في العالم والأغاني بقت في أمريكا وكل بيتريق علينا,1
dislike بس عشان يسرا .......,1
سارق اللحن من اغنية russ - maybe,1
"الناس اللي عاملة unlike 
مش هاتموت موتة طبيعية اقسم بالله",1
